#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
PNFGHFNJ_10656	1	276	38	276	100	9.0471	36.6	51.4
PNFGHFNJ_10657	1	264	22	264	100	7.76515	35.7	55
PNFGHFNJ_10658	1	279	34	279	100	9.51971	37.8	56.6
PNFGHFNJ_10659	1	261	46	261	100	9.81992	36.9	54.7
PNFGHFNJ_10660	1	189	12	189	100	5.84127	37.5	60
PNFGHFNJ_10661	1	306	26	306	100	7.20261	36	58.6
PNFGHFNJ_10662	1	174	15	174	100	5.18391	37.7	57.3
PNFGHFNJ_10663	1	210	15	210	100	5.7381	35.8	58.4
PNFGHFNJ_10664	1	150	9	150	100	7.30667	37.5	55.6
PNFGHFNJ_10665	1	276	19	276	100	4.1087	36.9	57.7
PNFGHFNJ_10666	1	357	32	357	100	6.5042	36.8	51.8
PNFGHFNJ_10667	1	114	6	114	100	4.50877	35.2	50
PNFGHFNJ_10668	1	237	12	237	100	5.13924	36.9	51
PNFGHFNJ_10669	1	231	14	231	100	5.329	36.4	58.9
PNFGHFNJ_10670	1	120	8	120	100	7.31667	36.3	55
PNFGHFNJ_10671	1	96	6	96	100	2	38.2	53.3
PNFGHFNJ_10672	1	111	8	111	100	5.0991	36.9	60
PNFGHFNJ_10673	1	213	4	213	100	3.23005	36.6	60
PNFGHFNJ_10674	1	180	8	180	100	5.18889	38.2	60
PNFGHFNJ_10675	1	414	20	414	100	4.04348	36.2	52
PNFGHFNJ_10676	1	93	2	93	100	3.95699	37.3	60
PNFGHFNJ_10677	1	186	12	186	100	6.63441	37.9	58.3
PNFGHFNJ_10678	1	252	18	252	100	4.11508	36.6	43.3
PNFGHFNJ_10679	1	216	10	216	100	3.73611	37.5	58.4
PNFGHFNJ_10680	1	138	5	138	100	2.62319	36.9	52
PNFGHFNJ_10681	1	150	10	150	100	3.89333	37.1	53.2
PNFGHFNJ_10682	1	426	44	426	100	12.0258	37.5	59.5
PNFGHFNJ_10683	1	318	46	318	100	13.2767	37.9	57.4
PNFGHFNJ_10684	1	237	64	237	100	13.9747	36.4	44.2
PNFGHFNJ_10685	1	204	15	204	100	9.18627	37	57.3
PNFGHFNJ_10686	1	198	15	198	100	6.5	36.5	60
PNFGHFNJ_10687	1	213	20	213	100	7.61502	35.6	60
PNFGHFNJ_10688	1	150	18	150	100	9.08	36.2	57.7
PNFGHFNJ_10689	1	192	22	192	100	10.25	35.8	52
PNFGHFNJ_10690	1	96	8	96	100	5.47917	37.1	58.2
PNFGHFNJ_10691	1	126	13	126	100	6.93651	37.6	60
PNFGHFNJ_10692	1	156	25	156	100	6.17949	35.1	57.3
PNFGHFNJ_10693	1	207	31	207	100	12.314	37.3	55.7
PNFGHFNJ_10694	1	126	14	126	100	10.3016	36.7	51.5
PNFGHFNJ_10695	1	159	19	159	100	5.9434	37.2	47.3
PNFGHFNJ_10696	1	297	12	297	100	4.30303	38	60
PNFGHFNJ_10697	1	357	22	357	100	6.39776	37.3	58.2
PNFGHFNJ_10698	1	363	26	363	100	8.66667	36.2	60
PNFGHFNJ_10699	1	255	13	255	100	5.70196	38.4	60
PNFGHFNJ_10700	1	354	25	354	100	4.90678	36.5	51
PNFGHFNJ_10701	1	288	18	288	100	5.82639	36.7	53.3
PNFGHFNJ_10702	1	321	18	321	100	4.90343	38.1	60
PNFGHFNJ_10703	1	267	49	267	100	8.42322	36.1	41.2
PNFGHFNJ_10704	1	408	44	408	100	5.65686	38.4	44.8
PNFGHFNJ_10705	1	411	24	411	100	6.16058	37.8	58.3
PNFGHFNJ_10706	1	429	34	429	100	6.70862	37.7	56.4
PNFGHFNJ_10707	1	258	20	258	100	4.8876	37.9	55.4
PNFGHFNJ_10708	1	192	8	192	100	4.02083	37.2	60
PNFGHFNJ_10709	1	282	22	282	100	5.84397	36.4	50.5
PNFGHFNJ_10710	1	258	8	258	100	3.09302	37.1	47.6
PNFGHFNJ_10711	1	279	22	279	100	4.70251	34.8	48.2
PNFGHFNJ_10712	1	330	19	330	100	5.83636	37.5	58.9
PNFGHFNJ_10713	1	153	11	153	100	3.32026	37.2	50.2
PNFGHFNJ_10714	1	165	7	165	100	3.54545	36.4	55.7
PNFGHFNJ_10715	1	192	4	192	100	1.5	36.9	60
PNFGHFNJ_10716	1	165	16	165	100	4.61818	37.2	45
PNFGHFNJ_10717	1	366	38	366	100	9.28962	36.6	51.1
PNFGHFNJ_10718	1	174	20	174	100	9	35.6	50.9
PNFGHFNJ_10719	1	255	22	255	100	5.28627	35.3	53.9
PNFGHFNJ_10720	1	153	18	153	100	5.03268	35.9	60
PNFGHFNJ_10721	1	180	13	180	100	6.97778	36	56.6
PNFGHFNJ_10722	1	285	47	285	100	8.85263	35.4	44.5
PNFGHFNJ_10723	1	339	27	339	100	7.42183	36.4	58.5
PNFGHFNJ_10724	1	144	10	144	100	6.86111	37.5	59.6
PNFGHFNJ_10725	1	252	26	252	100	5.51984	35.6	54.2
PNFGHFNJ_10726	1	264	24	264	100	11.4091	38.1	60
PNFGHFNJ_10727	1	156	18	156	100	9.59615	36.1	57.2
PNFGHFNJ_10728	1	156	8	156	100	3.87179	37.6	60
PNFGHFNJ_10729	1	309	21	309	100	6.42718	36.4	56.5
PNFGHFNJ_10730	1	204	10	204	100	3.26471	37.8	60
PNFGHFNJ_10731	1	180	10	180	100	5.12222	37.6	58
PNFGHFNJ_10732	1	99	16	99	100	6.18182	35.2	35.1
PNFGHFNJ_10733	1	339	25	339	100	6.27139	36.8	54.6
PNFGHFNJ_10734	1	279	16	279	100	3.26165	36.6	48.2
PNFGHFNJ_10735	1	243	12	243	100	4.80658	37.4	60
PNFGHFNJ_10736	1	255	8	255	100	3.05098	37.6	60
PNFGHFNJ_10737	1	381	10	381	100	3.11811	35.3	60
PNFGHFNJ_10738	1	282	18	282	100	8.60993	38.3	60
PNFGHFNJ_10739	1	414	32	414	100	8.58454	36.4	58.2
PNFGHFNJ_10740	1	393	54	393	100	9.75573	35.4	46.6
PNFGHFNJ_10741	1	99	6	99	100	4.20202	34.4	51.2
PNFGHFNJ_10742	1	240	16	240	100	6.9	35.9	57.6
PNFGHFNJ_10743	1	108	10	108	100	7.44444	35.4	60
PNFGHFNJ_10744	1	147	21	147	100	6.97959	35.1	45.1
PNFGHFNJ_10745	1	309	15	309	100	5.3657	37.2	60
PNFGHFNJ_10746	1	345	24	345	100	6.89855	37.6	55
PNFGHFNJ_10747	1	375	36	375	100	9.632	37.4	59.6
PNFGHFNJ_10748	1	330	20	330	100	6.03636	37.7	60
PNFGHFNJ_10749	1	195	8	195	100	5.40513	37.7	60
PNFGHFNJ_10750	1	264	6	264	100	2.97727	36.6	60
PNFGHFNJ_10751	1	159	8	159	100	3.38365	37.7	55
PNFGHFNJ_10752	1	162	7	162	100	3.61728	38.6	60
PNFGHFNJ_10753	1	111	26	111	100	8.1982	37.1	44.3
PNFGHFNJ_10754	1	168	18	168	100	6.29762	36.7	51.2
PNFGHFNJ_10755	1	294	14	294	100	3.53061	36.8	52.7
PNFGHFNJ_10756	1	396	24	396	100	4.34343	37.5	50.8
PNFGHFNJ_10757	1	378	14	378	100	3.92593	36.8	60
PNFGHFNJ_10758	1	327	12	327	100	3.81651	36.6	56.7
PNFGHFNJ_10759	1	345	35	345	100	7.89565	36.7	52.3
PNFGHFNJ_10760	1	180	8	180	100	2.87778	37.6	60
PNFGHFNJ_10761	1	150	4	150	100	3.57333	38.1	60
PNFGHFNJ_10762	1	384	18	384	100	3.72917	37.3	53.1
PNFGHFNJ_10763	1	426	22	426	100	4.6385	37.4	54.5
PNFGHFNJ_10764	1	159	11	159	100	5.91195	35.6	52.7
PNFGHFNJ_10765	1	348	19	348	100	3.81034	36.3	51.6
PNFGHFNJ_10766	1	264	13	264	100	5.29545	36.3	60
PNFGHFNJ_10767	1	273	21	273	100	3.50549	37.2	40.2
PNFGHFNJ_10768	1	273	14	273	100	2.77656	36.9	51.6
PNFGHFNJ_10769	1	297	130	297	100	20.798	37.7	41
PNFGHFNJ_10770	1	108	14	108	100	12.3519	37.1	50
PNFGHFNJ_10771	1	273	32	273	100	9.78755	36.8	53.1
PNFGHFNJ_10772	1	192	18	192	100	7.79688	36.5	49.6
PNFGHFNJ_10773	1	294	32	294	100	8.16327	36.5	57.8
PNFGHFNJ_10774	1	93	8	93	100	2.90323	33	60
PNFGHFNJ_10775	1	279	12	279	100	5.62007	37.8	59.2
PNFGHFNJ_10776	1	96	7	96	100	5.13542	37	57.1
PNFGHFNJ_10777	1	120	17	120	100	6.03333	34.9	53.2
PNFGHFNJ_10778	1	138	12	138	100	4.97101	36.9	60
PNFGHFNJ_10779	1	273	14	273	100	5.4652	36.1	60
PNFGHFNJ_10780	1	246	12	246	100	6.45528	38	58.3
PNFGHFNJ_10781	1	354	16	354	100	4.5791	36.3	58.8
PNFGHFNJ_10782	1	306	20	306	100	6.16993	35.9	54.6
PNFGHFNJ_10783	1	225	20	225	100	5.46667	37.2	52
PNFGHFNJ_10784	1	270	10	270	100	3.74444	35.7	60
PNFGHFNJ_10785	1	453	22	453	100	4.09934	37	57.3
PNFGHFNJ_10786	1	183	17	183	100	8.80328	35.6	55.2
PNFGHFNJ_10787	1	240	34	237	98.75	12.2417	37.3	54
PNFGHFNJ_10788	1	153	14	153	100	8.4183	37.6	59.9
PNFGHFNJ_10789	1	372	26	372	100	8.82258	37	57.6
PNFGHFNJ_10790	1	282	36	282	100	10.0035	36.4	53.9
PNFGHFNJ_10791	1	222	34	222	100	7.45946	35.9	46.6
PNFGHFNJ_10792	1	183	32	183	100	12.7869	37.4	53.2
PNFGHFNJ_10793	1	183	19	183	100	11.9563	36.8	60
PNFGHFNJ_10794	1	243	21	243	100	9.25514	38	60
PNFGHFNJ_10795	1	354	37	354	100	9.22316	36.6	50.3
PNFGHFNJ_10796	1	378	45	378	100	8.18254	36.4	48
PNFGHFNJ_10797	1	219	16	219	100	7.25114	36.3	56.4
PNFGHFNJ_10798	1	222	32	222	100	10.8559	36.3	53.4
PNFGHFNJ_10799	1	204	43	204	100	8.83824	37.1	44.8
PNFGHFNJ_10800	1	237	13	237	100	6.54008	36.5	60
PNFGHFNJ_10801	1	216	12	216	100	4.82407	36.6	60
PNFGHFNJ_10802	1	354	20	354	100	4.9661	37.7	54
PNFGHFNJ_10803	1	270	12	270	100	5.94444	37.5	60
PNFGHFNJ_10804	1	291	30	291	100	5.88316	37.1	45.4
PNFGHFNJ_10805	1	288	16	288	100	5.8125	35.9	52.2
PNFGHFNJ_10806	1	120	8	120	100	2.91667	34.9	58
PNFGHFNJ_10807	1	189	8	189	100	3.71429	36.6	56.5
PNFGHFNJ_10808	1	204	10	204	100	5.09804	38.1	60
PNFGHFNJ_10809	1	384	22	384	100	4.34896	36.5	58
PNFGHFNJ_10810	1	132	6	132	100	3.72727	38	60
PNFGHFNJ_10811	1	246	12	246	100	3.42276	37.3	60
PNFGHFNJ_10812	1	168	14	168	100	7.27381	38.2	58.6
PNFGHFNJ_10813	1	381	31	381	100	9.03412	36.9	59.4
PNFGHFNJ_10814	1	201	11	201	100	7.56716	35.2	60
PNFGHFNJ_10815	1	333	33	333	100	8.55556	36.9	53.9
PNFGHFNJ_10816	1	132	20	132	100	8.33333	36	47.4
PNFGHFNJ_10817	1	108	8	108	100	7.35185	36.7	56.5
PNFGHFNJ_10818	1	264	10	264	100	4.84091	37.6	58.4
PNFGHFNJ_10819	1	300	32	300	100	6.15333	37.1	46.6
PNFGHFNJ_10820	1	234	14	234	100	4.60684	38.1	58.8
PNFGHFNJ_10821	1	225	13	225	100	5.59556	36.4	56.5
PNFGHFNJ_10822	1	312	31	312	100	5.75641	36.6	54.8
PNFGHFNJ_10823	1	267	25	267	100	9.21348	36.7	49.8
PNFGHFNJ_10824	1	159	32	159	100	11.1195	37.8	58.5
PNFGHFNJ_10825	1	246	12	246	100	3.6748	36.7	58.3
PNFGHFNJ_10826	1	414	30	414	100	6.28986	37.9	57.1
PNFGHFNJ_10827	1	177	8	173	97.7401	4.87006	38	60
PNFGHFNJ_10828	1	273	12	273	100	4.78388	37.2	56.7
PNFGHFNJ_10829	1	231	8	231	100	2.58874	35.5	60
PNFGHFNJ_10830	1	279	43	279	100	5.50896	36.4	53.9
PNFGHFNJ_10831	1	207	25	207	100	15.5121	37.7	60
PNFGHFNJ_10832	1	342	21	342	100	8.23977	37.8	60
PNFGHFNJ_10833	1	189	39	189	100	17.5503	35.9	55.1
PNFGHFNJ_10834	1	243	26	243	100	7.37449	36.2	48.1
PNFGHFNJ_10835	1	219	26	219	100	4.17352	35.9	52.2
PNFGHFNJ_10836	1	234	16	234	100	8.68376	35.8	55.8
PNFGHFNJ_10837	1	234	26	234	100	6.96581	36.2	51.8
PNFGHFNJ_10838	1	414	51	414	100	8.58454	37	50.8
PNFGHFNJ_10839	1	369	39	369	100	10.1138	34.8	58.5
PNFGHFNJ_10840	1	219	10	219	100	7.36986	38.2	60
PNFGHFNJ_10841	1	267	35	267	100	8.05243	35.7	41.7
PNFGHFNJ_10842	1	207	24	207	100	5.96618	35.5	54.1
PNFGHFNJ_10843	1	90	6	90	100	4.06667	34	60
PNFGHFNJ_10844	1	393	15	393	100	5.74046	38.1	60
PNFGHFNJ_10845	1	360	15	360	100	5.21389	37.8	57.3
PNFGHFNJ_10846	1	165	14	165	100	7.04242	37.9	57.1
PNFGHFNJ_10847	1	237	10	237	100	4.3038	37.4	60
PNFGHFNJ_10848	1	120	14	120	100	7.68333	37.2	58.6
PNFGHFNJ_10849	1	261	16	261	100	4.75862	36.9	60
PNFGHFNJ_10850	1	123	12	123	100	6.91057	35.9	56.3
PNFGHFNJ_10851	1	249	10	249	100	4.26506	37.6	57.2
PNFGHFNJ_10852	1	168	8	168	100	4.18452	35.8	57.5
PNFGHFNJ_10853	1	351	62	351	100	7.31054	36.4	43.1
PNFGHFNJ_10854	1	243	8	243	100	4.04938	37.7	52.5
PNFGHFNJ_10855	1	153	10	153	100	3.66013	37.5	50
PNFGHFNJ_10856	1	393	7	393	100	2.98728	37.1	60
PNFGHFNJ_10857	1	108	6	108	100	1.56481	36.6	46.7
PNFGHFNJ_10858	1	240	27	240	100	5.55417	37.4	39.6
PNFGHFNJ_10859	1	99	8	83	83.8384	4.26263	36.9	56.4
PNFGHFNJ_10860	1	288	18	288	100	3.20139	37.6	56.7
PNFGHFNJ_10861	1	195	26	195	100	10.6359	36.3	60
PNFGHFNJ_10862	1	213	16	213	100	12.9202	36.9	54
PNFGHFNJ_10863	1	294	29	294	100	9.71429	35.9	55.9
PNFGHFNJ_10864	1	105	14	105	100	7.10476	36.4	57.1
PNFGHFNJ_10865	1	117	14	117	100	10.0513	37.2	52.1
PNFGHFNJ_10866	1	174	9	174	100	6.81609	35.4	60
PNFGHFNJ_10867	1	288	27	288	100	8.90625	37.4	55.8
PNFGHFNJ_10868	1	195	12	195	100	5.51795	36.1	60
PNFGHFNJ_10869	1	225	12	225	100	6.21333	35.7	56.7
PNFGHFNJ_10870	1	222	16	222	100	5.69369	36.1	57.5
PNFGHFNJ_10871	1	171	6	171	100	4.74854	35.8	53.3
PNFGHFNJ_10872	1	213	6	177	83.0986	3.3615	37.8	60
PNFGHFNJ_10873	1	300	30	300	100	6.36	37.1	46.9
PNFGHFNJ_10874	1	111	10	111	100	4.91892	37.9	53.8
PNFGHFNJ_10875	1	222	22	222	100	5.78829	36.5	54.5
PNFGHFNJ_10876	1	144	16	144	100	8.00694	36.1	49.5
PNFGHFNJ_10877	1	255	12	255	100	3.02745	37.2	60
PNFGHFNJ_10878	1	279	10	279	100	4.64516	37.3	56
PNFGHFNJ_10879	1	180	8	180	100	4.26111	37.7	60
PNFGHFNJ_10880	1	210	16	210	100	5.7381	35.7	60
PNFGHFNJ_10881	1	315	20	315	100	5.46667	35.9	55.8
PNFGHFNJ_10882	1	141	8	141	100	3.17021	36.4	55
PNFGHFNJ_10883	1	243	20	243	100	4.54321	36.6	52.4
PNFGHFNJ_10884	1	162	16	162	100	5.06173	35.8	46.2
PNFGHFNJ_10885	1	189	8	189	100	2.47619	36.2	56.5
PNFGHFNJ_10886	1	222	14	222	100	3.66667	35.6	40.1
PNFGHFNJ_10887	1	267	27	267	100	3.70787	35	43.4
PNFGHFNJ_10888	1	219	8	219	100	1.3653	37.3	52.2
PNFGHFNJ_10889	1	318	31	318	100	9.94025	36.5	55.5
PNFGHFNJ_10890	1	153	13	153	100	8.26797	37.6	60
PNFGHFNJ_10891	1	228	21	228	100	7.49123	37.2	59
PNFGHFNJ_10892	1	372	64	372	100	13.371	36.8	55.3
PNFGHFNJ_10893	1	171	10	171	100	7.60234	37.6	60
PNFGHFNJ_10894	1	306	22	306	100	6.52614	37.2	58.2
PNFGHFNJ_10895	1	216	14	216	100	7.9537	37.4	60
PNFGHFNJ_10896	1	159	14	159	100	6.05031	37.8	54.3
PNFGHFNJ_10897	1	210	22	210	100	7.33333	36.3	52.7
PNFGHFNJ_10898	1	363	36	363	100	8.87052	37.1	56.4
PNFGHFNJ_10899	1	384	32	384	100	6.67969	36.3	46.9
PNFGHFNJ_10900	1	183	20	183	100	6.3224	37	56.6
PNFGHFNJ_10901	1	333	10	333	100	4.82282	37.6	56
PNFGHFNJ_10902	1	174	26	174	100	7.2069	35.9	49.2
PNFGHFNJ_10903	1	327	36	327	100	6.17431	36.4	46.4
PNFGHFNJ_10904	1	273	15	273	100	4.77656	36.2	60
PNFGHFNJ_10905	1	219	23	219	100	7.84932	34.8	44.9
PNFGHFNJ_10906	1	165	8	165	100	3.40606	36.9	60
PNFGHFNJ_10907	1	312	16	312	100	5.24359	37.5	57.2
PNFGHFNJ_10908	1	300	10	300	100	4.54667	37.2	60
PNFGHFNJ_10909	1	261	20	261	100	5.56322	37.1	52
PNFGHFNJ_10910	1	132	8	132	100	4.74242	37.4	55
PNFGHFNJ_10911	1	195	12	195	100	3.11282	36.8	57.7
PNFGHFNJ_10912	1	369	11	369	100	4.15718	38	60
PNFGHFNJ_10913	1	258	9	258	100	3.72868	35.8	57
PNFGHFNJ_10914	1	204	33	204	100	2.95588	37.2	55.5
PNFGHFNJ_10915	1	150	16	150	100	12.6933	38.2	51.2
PNFGHFNJ_10916	1	222	20	222	100	6.26126	37.6	59.3
PNFGHFNJ_10917	1	162	28	162	100	9.11111	36.8	42.2
PNFGHFNJ_10918	1	348	54	348	100	11.2241	37.6	55.3
PNFGHFNJ_10919	1	156	18	156	100	9.15385	36.9	57.3
PNFGHFNJ_10920	1	231	41	231	100	9.17749	36.5	48.1
PNFGHFNJ_10921	1	117	9	117	100	9.35043	35.1	52.7
PNFGHFNJ_10922	1	234	34	234	100	8.20513	36.8	51.6
PNFGHFNJ_10923	1	126	23	126	100	8.15873	36.9	55.7
PNFGHFNJ_10924	1	147	12	147	100	6.96599	35.8	54.5
PNFGHFNJ_10925	1	228	60	228	100	19.4211	37.1	52.4
PNFGHFNJ_10926	1	459	18	459	100	5.48584	36.6	60
PNFGHFNJ_10927	1	129	14	129	100	5.5969	37.5	54.3
PNFGHFNJ_10928	1	189	10	189	100	5.15344	36.5	56
PNFGHFNJ_10929	1	180	10	180	100	5.05556	37.8	60
PNFGHFNJ_10930	1	150	22	150	100	6.35333	35.7	52.5
PNFGHFNJ_10931	1	261	9	261	100	4.22222	36.9	60
PNFGHFNJ_10932	1	348	79	348	100	9.40805	36.1	28.5
PNFGHFNJ_10933	1	177	8	177	100	4.84181	37.1	56.8
PNFGHFNJ_10934	1	195	6	195	100	3.44615	38.2	60
PNFGHFNJ_10935	1	207	28	207	100	4.88889	36.8	57
PNFGHFNJ_10936	1	333	32	333	100	8.28228	37	52.8
PNFGHFNJ_10937	1	195	10	195	100	5.07692	37.8	60
PNFGHFNJ_10938	1	201	4	201	100	2.22886	37.1	60
PNFGHFNJ_10939	1	261	13	261	100	4.35249	36.5	55.8
PNFGHFNJ_10940	1	234	10	234	100	3.17521	36	54.6
PNFGHFNJ_10941	1	264	15	264	100	4.37879	36.2	50.9
PNFGHFNJ_10942	1	150	10	150	100	4.59333	35.7	58
PNFGHFNJ_10943	1	369	22	369	100	5.26287	35.8	51.8
PNFGHFNJ_10944	1	201	13	201	100	3.8408	35.8	40.5
PNFGHFNJ_10945	1	315	15	315	100	1.19048	35.3	58.7
PNFGHFNJ_10946	1	156	24	156	100	14.5385	37.1	45.5
PNFGHFNJ_10947	1	90	9	90	100	3.15556	37.8	57.3
PNFGHFNJ_10948	1	90	10	90	100	7.81111	38	60
PNFGHFNJ_10949	1	306	22	306	100	7.50327	37.7	60
PNFGHFNJ_10950	1	339	32	339	100	8.06195	35.6	50.8
PNFGHFNJ_10951	1	285	77	285	100	11.5228	36	29.4
PNFGHFNJ_10952	1	120	6	120	100	5.98333	36.6	55
PNFGHFNJ_10953	1	141	16	141	100	5.7234	36	48.1
PNFGHFNJ_10954	1	330	28	330	100	6.89394	37	49.4
PNFGHFNJ_10955	1	366	21	366	100	6.02732	37.7	58.7
PNFGHFNJ_10956	1	435	25	435	100	5.46437	37	52.5
PNFGHFNJ_10957	1	198	15	198	100	6.33838	37.4	57.3
PNFGHFNJ_10958	1	96	6	96	100	3.375	36.6	60
PNFGHFNJ_10959	1	357	12	357	100	4.19888	37.9	56.7
PNFGHFNJ_10960	1	267	12	267	100	3.79775	37.6	60
PNFGHFNJ_10961	1	162	4	162	100	3.19753	36.7	56.5
PNFGHFNJ_10962	1	396	16	396	100	4.48737	36.4	59.1
PNFGHFNJ_10963	1	411	16	411	100	3.77859	36.9	51.2
PNFGHFNJ_10964	1	264	32	264	100	6.0303	36.7	48
PNFGHFNJ_10965	1	138	4	138	100	2.62319	36.9	55
PNFGHFNJ_10966	1	201	18	201	100	5.83085	35.5	45.2
PNFGHFNJ_10967	1	264	8	264	100	3.10606	34.5	60
PNFGHFNJ_10968	1	306	40	306	100	11.3203	37.5	55.5
PNFGHFNJ_10969	1	225	26	225	100	9.97333	36.5	50.4
PNFGHFNJ_10970	1	267	28	267	100	10.4195	37.1	55.6
PNFGHFNJ_10971	1	276	42	276	100	9.97464	35.5	44.7
PNFGHFNJ_10972	1	225	24	225	100	8.49778	37.2	55
PNFGHFNJ_10973	1	363	18	363	100	6.26446	36.9	56.7
PNFGHFNJ_10974	1	246	30	246	100	7.77236	36.1	48.5
PNFGHFNJ_10975	1	102	12	102	100	5.80392	38.3	60
PNFGHFNJ_10976	1	294	14	294	100	6.61905	38.3	60
PNFGHFNJ_10977	1	276	22	276	100	6.18841	35.7	54.4
PNFGHFNJ_10978	1	162	16	162	100	7.66667	36	56.6
PNFGHFNJ_10979	1	105	40	105	100	9.84762	36.6	40.5
PNFGHFNJ_10980	1	270	31	270	100	10.937	36.5	57.7
PNFGHFNJ_10981	1	288	39	288	100	7.64931	35.2	45.8
PNFGHFNJ_10982	1	288	44	288	100	6.9375	35.9	48.5
PNFGHFNJ_10983	1	219	16	219	100	6.75799	37.3	51.6
PNFGHFNJ_10984	1	285	34	285	100	6.92982	36.8	52.8
PNFGHFNJ_10985	1	255	24	255	100	5.28235	35.5	44.2
PNFGHFNJ_10986	1	387	28	387	100	4.18605	36.6	42.6
PNFGHFNJ_10987	1	126	12	126	100	6.44444	37.3	53.3
PNFGHFNJ_10988	1	207	16	207	100	5.2029	37	50.1
PNFGHFNJ_10989	1	129	6	129	100	2.77519	36.6	60
PNFGHFNJ_10990	1	318	18	318	100	5.05346	36.8	55.6
PNFGHFNJ_10991	1	114	6	114	100	1	38.3	52.3
PNFGHFNJ_10992	1	198	231	198	100	120.591	37.8	32.1
PNFGHFNJ_10993	1	228	16	228	100	9.51754	38	60
PNFGHFNJ_10994	1	303	28	303	100	7.37954	37.1	54.3
PNFGHFNJ_10995	1	408	36	408	100	8.95833	36.5	57.7
PNFGHFNJ_10996	1	73	8	73	100	5.72603	37.1	60
PNFGHFNJ_10997	1	165	19	165	100	7.21212	35.3	55.8
PNFGHFNJ_10998	1	291	28	291	100	10.1203	35.4	49.4
PNFGHFNJ_10999	1	285	32	285	100	6.73684	34.8	48.2
PNFGHFNJ_11000	1	276	32	276	100	11.6667	38	58.1
PNFGHFNJ_11001	1	321	30	321	100	8.53894	35.8	56
PNFGHFNJ_11002	1	279	24	279	100	8.09319	37.8	59.8
PNFGHFNJ_11003	1	297	42	297	100	12.9933	36.9	59.4
PNFGHFNJ_11004	1	324	22	324	100	5.7716	36.9	60
PNFGHFNJ_11005	1	96	2	96	100	4.625	37.7	60
PNFGHFNJ_11006	1	249	32	249	100	9.02008	36.9	48.4
PNFGHFNJ_11007	1	192	18	192	100	6.89583	35.8	60
PNFGHFNJ_11008	1	144	8	144	100	4.97222	37.5	60
PNFGHFNJ_11009	1	204	6	204	100	5.47059	37.9	60
PNFGHFNJ_11010	1	99	6	99	100	3.05051	36.3	60
PNFGHFNJ_11011	1	162	8	162	100	6.74074	37.5	60
PNFGHFNJ_11012	1	228	18	228	100	6.64912	37.7	60
PNFGHFNJ_11013	1	222	12	222	100	5.27928	37.9	60
PNFGHFNJ_11014	1	111	3	111	100	2.43243	37.9	55.3
PNFGHFNJ_11015	1	372	27	372	100	4.35484	35.7	42.7
PNFGHFNJ_11016	1	99	8	99	100	4.66667	36.4	45
PNFGHFNJ_11017	1	264	10	262	99.2424	3.20076	36.7	60
PNFGHFNJ_11018	1	225	8	185	82.2222	3.59111	37	58
PNFGHFNJ_11019	1	384	12	384	100	3.375	37.6	58.3
PNFGHFNJ_11020	1	291	20	291	100	4.28522	36.5	50.3
PNFGHFNJ_11021	1	162	9	162	100	2.95679	34.9	53.3
PNFGHFNJ_11022	1	252	34	252	100	11.7857	36.1	55.6
PNFGHFNJ_11023	1	261	22	261	100	7.50958	36.3	60
PNFGHFNJ_11024	1	141	22	141	100	8.5461	37.1	50.2
PNFGHFNJ_11025	1	441	44	441	100	7.33787	36.9	47.8
PNFGHFNJ_11026	1	201	21	201	100	6.90547	37.3	53.4
PNFGHFNJ_11027	1	276	17	276	100	6.06522	36.9	57.6
PNFGHFNJ_11028	1	414	30	414	100	6.38647	35	52.1
PNFGHFNJ_11029	1	306	46	306	100	8.20915	36.2	52.7
PNFGHFNJ_11030	1	387	16	387	100	5.62791	37.6	58.8
PNFGHFNJ_11031	1	222	16	222	100	4.45495	36	53.8
PNFGHFNJ_11032	1	234	8	234	100	5.53846	37.2	60
PNFGHFNJ_11033	1	201	18	201	100	5.96517	35.6	56
PNFGHFNJ_11034	1	303	25	303	100	7.36304	36.2	49.3
PNFGHFNJ_11035	1	360	37	360	100	6.54722	36.2	49.4
PNFGHFNJ_11036	1	330	42	330	100	6.76061	35.5	49
PNFGHFNJ_11037	1	312	14	312	100	4.60256	35.6	57.1
PNFGHFNJ_11038	1	228	52	228	100	7.94737	38.1	49.2
PNFGHFNJ_11039	1	162	6	162	100	4.60494	38.1	60
PNFGHFNJ_11040	1	189	4	189	100	3.90476	38.4	60
PNFGHFNJ_11041	1	369	42	369	100	8.16802	37.4	59.3
PNFGHFNJ_11042	1	324	10	324	100	4.77469	37.5	56
PNFGHFNJ_11043	1	147	5	147	100	3.26531	36.3	60
PNFGHFNJ_11044	1	420	8	420	100	3.05714	37.8	60
PNFGHFNJ_11045	1	420	16	420	100	3.77619	37	60
PNFGHFNJ_11046	1	231	5	231	100	2.62771	38	60
PNFGHFNJ_11047	1	183	13	183	100	1.16393	36.1	60
PNFGHFNJ_11048	1	195	26	195	100	17	37.4	60
PNFGHFNJ_11049	1	108	20	108	100	9.81481	36.2	59
PNFGHFNJ_11050	1	99	14	99	100	12.4646	36.2	52.9
PNFGHFNJ_11051	1	96	6	96	100	6.54167	37.6	60
PNFGHFNJ_11052	1	420	48	420	100	9.29048	36.4	53.2
PNFGHFNJ_11053	1	321	42	321	100	11.9221	35.3	58
